poid,milestone,invoice_no,po_type
1011HG3692386-74-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692387-24-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692387-46-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692387-46-3-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692387-47-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692387-47-3-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692387-55-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692387-56-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692387-61-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692387-61-2-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-185-5-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-186-4-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-188-4-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-187-3-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692387-85-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692387-85-2-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692387-138-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692387-139-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692387-142-2-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-245-28-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-245-30-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-245-33-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-257-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-257-2-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-312-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-310-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-309-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-313-2-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-311-2-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-318-3-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-319-3-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-566-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-567-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-569-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-570-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-611-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-612-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-613-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-614-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-615-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-616-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-617-1-1,MS1,INV-000409,SERVICE_PROCUREMENT
1011HG3692386-19-3-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-8-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-16-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-42-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-49-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-50-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-51-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-52-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-159-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-160-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-53-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-57-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-58-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-93-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-196-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-197-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-198-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-97-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-98-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-99-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-199-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-102-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-200-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-201-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-103-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-105-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-202-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-204-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-211-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-245-11-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-245-12-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-245-13-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-245-14-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-245-46-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-348-2-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-348-4-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-362-2-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-365-3-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-371-3-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-374-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-375-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-376-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-180-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-497-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-532-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-534-2-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-552-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-553-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-554-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-249-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-250-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-251-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-252-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-253-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-555-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-557-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-254-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-255-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-558-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-257-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-260-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-261-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-560-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-561-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-563-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-584-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-585-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692386-586-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3692387-288-1-1,MS1,INV-000412,SERVICE_PROCUREMENT
1011HG3068810-967-2-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068810-985-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068809-3073-1-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3068810-1101-3-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-778-1-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-778-2-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-778-3-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-778-4-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-778-5-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-779-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-780-1-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-780-2-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-780-3-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-780-4-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-780-5-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-781-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-784-1-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-784-2-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-784-3-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-784-4-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-784-5-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-785-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068810-1112-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-887-2-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-888-1-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-888-2-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-888-3-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-888-4-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-888-5-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-889-2-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-890-1-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-890-2-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-890-3-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-890-4-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-890-5-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-891-1-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-891-2-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-891-3-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-891-4-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-891-5-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-892-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-911-1-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-911-2-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-911-3-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-911-4-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-911-5-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-912-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-913-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-914-1-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-914-2-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-914-3-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-914-4-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-914-5-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-919-1-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-919-2-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-919-3-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-919-4-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-919-5-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-920-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-944-1-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-944-2-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-944-3-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-944-4-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-944-5-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-945-2-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-962-2-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-963-1-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-963-2-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-963-3-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-963-4-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-963-5-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-964-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-965-1-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-965-2-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-965-3-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-965-4-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3167911-965-5-1,MS2,INV-000411,SERVICE_PROCUREMENT
1011HG3068810-1192-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068809-3812-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068809-3812-3-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068810-1338-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068810-1339-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068810-1343-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068810-1360-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068809-4138-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068810-1415-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068809-4241-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068809-4241-2-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068809-4242-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068809-4242-2-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068809-4243-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068809-4243-2-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3068810-1475-1-1,MS1,INV-000411,SERVICE_PROCUREMENT
1011HG3692386-28-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-28-2-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-28-3-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-112-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-112-2-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-112-3-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692387-54-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-180-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-181-2-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-183-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-183-3-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-183-4-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-184-4-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-185-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-186-3-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-188-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692387-106-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692387-126-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692387-127-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692387-128-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692387-129-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692387-146-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-277-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-288-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-289-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-326-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-344-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-345-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-355-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-363-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-364-2-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-373-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-421-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692387-182-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692387-183-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-551-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-556-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692387-256-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692387-259-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3692386-564-1-1,MS1,INV-000413,SERVICE_PROCUREMENT
1011HG3167911-728-1-1,MS1,INV-000414,SERVICE_PROCUREMENT
1011HG3167911-729-1-1,MS2,INV-000414,SERVICE_PROCUREMENT
1011HG3167911-729-2-1,MS2,INV-000414,SERVICE_PROCUREMENT
1011HG3167911-729-3-1,MS2,INV-000414,SERVICE_PROCUREMENT
1011HG3167911-729-4-1,MS2,INV-000414,SERVICE_PROCUREMENT
1011HG3167911-729-5-1,MS2,INV-000414,SERVICE_PROCUREMENT
1011HG3167911-1034-1-1,MS2,INV-000414,SERVICE_PROCUREMENT
1011HG3167911-1034-2-1,MS2,INV-000414,SERVICE_PROCUREMENT
1011HG3167911-1034-3-1,MS2,INV-000414,SERVICE_PROCUREMENT
1011HG3167911-1035-1-1,MS1,INV-000414,SERVICE_PROCUREMENT
1011HG3068810-1409-2-1,MS1,INV-000414,SERVICE_PROCUREMENT
1011HG3068809-4176-4-1,MS1,INV-000414,SERVICE_PROCUREMENT
1011HG3068810-1414-1-1,MS1,INV-000414,SERVICE_PROCUREMENT
1011HG3068809-4339-1-1,MS1,INV-000414,SERVICE_PROCUREMENT
1011HG3692387-27-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-28-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692386-116-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-29-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692386-118-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-38-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-38-2-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-38-3-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-38-4-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-39-2-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-39-4-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-40-2-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-40-3-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-41-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-41-2-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-41-3-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-41-4-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692386-203-4-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-189-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-190-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-191-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-192-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-241-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-242-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-243-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-244-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-245-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692386-559-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692387-258-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692386-562-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3692386-618-1-1,MS1,INV-000415,SERVICE_PROCUREMENT
1011HG3068809-386-1-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3068809-1518-1-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3068809-1543-4-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3068809-2103-4-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3068810-716-3-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3068810-718-3-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3068810-725-3-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3068810-790-2-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3068810-790-3-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3068809-2224-4-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3068809-2225-1-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3068810-795-4-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3068810-948-1-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3068809-3085-1-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-681-1-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-681-2-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-681-3-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-681-4-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-681-5-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-682-1-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-836-1-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-836-2-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-836-3-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-836-4-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-837-1-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-989-1-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-989-2-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-989-3-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-989-4-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-990-1-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-1127-1-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-1127-2-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-1127-3-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-1127-4-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-1127-5-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-1129-1-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-1242-1-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-1243-1-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-1243-2-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-1243-3-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-1243-4-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3167911-1243-5-1,MS2,INV-000416,SERVICE_PROCUREMENT
1011HG3068810-1441-1-1,MS1,INV-000416,SERVICE_PROCUREMENT
1011HG3692386-32-1-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-211-4-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-217-2-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692387-130-1-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-218-2-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-219-1-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-318-1-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-319-1-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-362-4-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-363-3-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-364-4-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-365-4-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-371-1-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-373-3-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-374-3-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-375-3-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-376-3-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692387-181-1-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692387-181-2-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-433-1-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-433-2-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-434-1-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-434-2-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-435-1-1,MS1,INV-000417,SERVICE_PROCUREMENT
1011HG3692386-435-2-1,MS1,INV-000417,SERVICE_PROCUREMENT
