poid,milestone,invoice_no,po_type
1011HG2894715-124-3-1,MS1,INV-000069,SERVICE_PROCUREMENT
1011HG2894715-124-4-1,MS1,INV-000069,SERVICE_PROCUREMENT
1011HG2894715-124-2-1,MS1,INV-000069,SERVICE_PROCUREMENT
1011HG2894715-124-1-1,MS1,INV-000069,SERVICE_PROCUREMENT
1011HG2894715-125-1-1,MS1,INV-000070,SERVICE_PROCUREMENT
1011HG2894715-125-2-1,MS1,INV-000070,SERVICE_PROCUREMENT
1011HG2894715-130-2-1,MS1,INV-000071,SERVICE_PROCUREMENT
1011HG2894715-130-1-1,MS1,INV-000071,SERVICE_PROCUREMENT
1011HG2894715-131-1-1,MS1,INV-000072,SERVICE_PROCUREMENT
1011HG2894715-131-2-1,MS1,INV-000072,SERVICE_PROCUREMENT
1011HG2894715-139-1-1,MS1,INV-000073,SERVICE_PROCUREMENT
1011HG2894715-139-2-1,MS1,INV-000073,SERVICE_PROCUREMENT
1011HG2894715-144-1-1,MS1,INV-000074,SERVICE_PROCUREMENT
1011HG2894715-142-1-1,MS1,INV-000075,SERVICE_PROCUREMENT
1011HG2894715-143-1-1,MS1,INV-000076,SERVICE_PROCUREMENT
1011HG2894715-145-1-1,MS1,INV-000077,SERVICE_PROCUREMENT
1011HG2894715-149-2-1,MS1,INV-000078,SERVICE_PROCUREMENT
1011HG2894715-149-1-1,MS1,INV-000078,SERVICE_PROCUREMENT
1011HG2894715-150-2-1,MS1,INV-000079,SERVICE_PROCUREMENT
1011HG2894715-150-1-1,MS1,INV-000079,SERVICE_PROCUREMENT
1011HG2894715-151-2-1,MS1,INV-000080,SERVICE_PROCUREMENT
1011HG2894715-151-1-1,MS1,INV-000080,SERVICE_PROCUREMENT
1011HG2894715-159-1-1,MS1,INV-000081,SERVICE_PROCUREMENT
1011HG2894715-159-2-1,MS1,INV-000081,SERVICE_PROCUREMENT
1011HG2894715-160-2-1,MS1,INV-000082,SERVICE_PROCUREMENT
1011HG2894715-160-1-1,MS1,INV-000082,SERVICE_PROCUREMENT
1011HG2894715-163-1-1,MS1,INV-000083,SERVICE_PROCUREMENT
1011HG2894715-19-1-1,MS1,INV-000084,SERVICE_PROCUREMENT
1011HG2894715-20-1-1,MS1,INV-000085,SERVICE_PROCUREMENT
1011HG2894715-23-1-1,MS1,INV-000086,SERVICE_PROCUREMENT
1011HG2894715-24-1-1,MS1,INV-000087,SERVICE_PROCUREMENT
1011HG2894715-27-1-1,MS1,INV-000088,SERVICE_PROCUREMENT
1011HG2894715-28-1-1,MS1,INV-000089,SERVICE_PROCUREMENT
1011HG2894715-29-1-1,MS1,INV-000090,SERVICE_PROCUREMENT
1011HG2894715-31-1-1,MS1,INV-000091,SERVICE_PROCUREMENT
1011HG2894715-32-1-1,MS1,INV-000092,SERVICE_PROCUREMENT
1011HG2894715-33-1-1,MS1,INV-000093,SERVICE_PROCUREMENT
1011HG2894715-34-2-1,MS1,INV-000094,SERVICE_PROCUREMENT
1011HG2894715-34-1-1,MS1,INV-000094,SERVICE_PROCUREMENT
1011HG2894715-35-1-1,MS1,INV-000095,SERVICE_PROCUREMENT
1011HG2894715-35-2-1,MS1,INV-000095,SERVICE_PROCUREMENT
1011HG2894715-36-1-1,MS1,INV-000096,SERVICE_PROCUREMENT
1011HG2894715-8-1-1,MS1,INV-000097,SERVICE_PROCUREMENT
1011HG2894715-8-2-1,MS1,INV-000097,SERVICE_PROCUREMENT
1011HG2894715-9-1-1,MS1,INV-000098,SERVICE_PROCUREMENT
1011HG2894717-14-1-1,MS1,INV-000099,SERVICE_PROCUREMENT
1011HG2894717-15-1-1,MS1,INV-000100,SERVICE_PROCUREMENT
1011HG2894717-15-2-1,MS1,INV-000100,SERVICE_PROCUREMENT
1011HG2894717-16-2-1,MS1,INV-000101,SERVICE_PROCUREMENT
1011HG2894717-16-1-1,MS1,INV-000101,SERVICE_PROCUREMENT
1011HG2894717-17-2-1,MS1,INV-000102,SERVICE_PROCUREMENT
1011HG2894717-17-1-1,MS1,INV-000102,SERVICE_PROCUREMENT
1011HG2894717-2-1-1,MS1,INV-000103,SERVICE_PROCUREMENT
1011HG2894717-33-1-1,MS1,INV-000104,SERVICE_PROCUREMENT
1011HG2894717-33-2-1,MS1,INV-000104,SERVICE_PROCUREMENT
1011HG2894717-34-2-1,MS1,INV-000105,SERVICE_PROCUREMENT
1011HG2894717-34-1-1,MS1,INV-000105,SERVICE_PROCUREMENT
1011HG2894717-35-1-1,MS1,INV-000106,SERVICE_PROCUREMENT
1011HG2894717-35-2-1,MS1,INV-000106,SERVICE_PROCUREMENT
1011HG2894717-41-2-1,MS1,INV-000107,SERVICE_PROCUREMENT
1011HG2894717-41-1-1,MS1,INV-000107,SERVICE_PROCUREMENT
1011HG2894717-42-1-1,MS1,INV-000108,SERVICE_PROCUREMENT
1011HG2894717-42-2-1,MS1,INV-000108,SERVICE_PROCUREMENT
1011HG2894717-43-1-1,MS1,INV-000109,SERVICE_PROCUREMENT
1011HG2894717-43-2-1,MS1,INV-000109,SERVICE_PROCUREMENT
1011HG2894717-8-1-1,MS1,INV-000110,SERVICE_PROCUREMENT
1011HG2894717-8-2-1,MS1,INV-000110,SERVICE_PROCUREMENT
1011HG2894717-8-3-1,MS1,INV-000110,SERVICE_PROCUREMENT
1011HG2894718-1-1-1,MS1,INV-000111,SERVICE_PROCUREMENT
1011HG2894718-2-1-1,MS1,INV-000112,SERVICE_PROCUREMENT
1011HG2894718-3-1-1,MS1,INV-000113,SERVICE_PROCUREMENT
1011HG2894718-31-1-1,MS1,INV-000114,SERVICE_PROCUREMENT
1011HG2894718-31-2-1,MS1,INV-000114,SERVICE_PROCUREMENT
1011HG2894718-35-1-1,MS1,INV-000115,SERVICE_PROCUREMENT
1011HG2894718-36-1-1,MS1,INV-000116,SERVICE_PROCUREMENT
1011HG2894718-65-1-1,MS1,INV-000117,SERVICE_PROCUREMENT
1011HG2894718-65-2-1,MS1,INV-000117,SERVICE_PROCUREMENT
1011HG2894718-66-2-1,MS1,INV-000118,SERVICE_PROCUREMENT
1011HG2894718-66-1-1,MS1,INV-000118,SERVICE_PROCUREMENT
1011HG2894718-67-2-1,MS1,INV-000119,SERVICE_PROCUREMENT
1011HG2894718-67-1-1,MS1,INV-000119,SERVICE_PROCUREMENT
1011HG2894718-68-2-1,MS1,INV-000120,SERVICE_PROCUREMENT
1011HG2894718-68-1-1,MS1,INV-000120,SERVICE_PROCUREMENT
1011HG2894718-69-2-1,MS1,INV-000121,SERVICE_PROCUREMENT
1011HG2894718-69-1-1,MS1,INV-000121,SERVICE_PROCUREMENT
1011HG2894718-70-1-1,MS1,INV-000122,SERVICE_PROCUREMENT
1011HG2894718-70-2-1,MS1,INV-000122,SERVICE_PROCUREMENT
1011HG2894718-71-2-1,MS1,INV-000123,SERVICE_PROCUREMENT
1011HG2894718-71-1-1,MS1,INV-000123,SERVICE_PROCUREMENT
1011HG2894718-72-1-1,MS1,INV-000124,SERVICE_PROCUREMENT
1011HG2894718-73-2-1,MS1,INV-000125,SERVICE_PROCUREMENT
1011HG2894718-73-1-1,MS1,INV-000125,SERVICE_PROCUREMENT
1011HG2894715-142-2-1,MS1,INV-000126,SERVICE_PROCUREMENT
1011HG2894715-143-2-1,MS1,INV-000127,SERVICE_PROCUREMENT
1011HG2894715-146-1-1,MS1,INV-000128,SERVICE_PROCUREMENT
1011HG2894715-153-2-1,MS1,INV-000129,SERVICE_PROCUREMENT
1011HG2894715-153-1-1,MS1,INV-000129,SERVICE_PROCUREMENT
1011HG2894715-154-1-1,MS1,INV-000130,SERVICE_PROCUREMENT
1011HG2894715-154-2-1,MS1,INV-000130,SERVICE_PROCUREMENT
1011HG2894715-155-1-1,MS1,INV-000131,SERVICE_PROCUREMENT
1011HG2894715-155-2-1,MS1,INV-000131,SERVICE_PROCUREMENT
1011HG2894715-166-1-1,MS1,INV-000132,SERVICE_PROCUREMENT
1011HG2894715-174-1-1,MS1,INV-000133,SERVICE_PROCUREMENT
1011HG2894715-175-1-1,MS1,INV-000134,SERVICE_PROCUREMENT
1011HG2894715-2-2-1,MS1,INV-000135,SERVICE_PROCUREMENT
1011HG2894715-2-1-1,MS1,INV-000135,SERVICE_PROCUREMENT
1011HG2894717-44-1-1,MS1,INV-000136,SERVICE_PROCUREMENT
1011HG2894717-44-2-1,MS1,INV-000136,SERVICE_PROCUREMENT
1011HG2894717-55-1-1,MS1,INV-000137,SERVICE_PROCUREMENT
1011HG2894718-74-2-1,MS1,INV-000138,SERVICE_PROCUREMENT
1011HG2894718-74-1-1,MS1,INV-000138,SERVICE_PROCUREMENT
1011HG2894718-78-1-1,MS1,INV-000139,SERVICE_PROCUREMENT
1011HG2894718-83-1-1,MS1,INV-000140,SERVICE_PROCUREMENT
1011HG2894717-36-2-1,MS1,INV-000141,SERVICE_PROCUREMENT
1011HG2894717-37-2-1,MS1,INV-000141,SERVICE_PROCUREMENT
1011HG2894717-37-1-1,MS1,INV-000141,SERVICE_PROCUREMENT
1011HG2894717-38-2-1,MS1,INV-000141,SERVICE_PROCUREMENT
1011HG2894717-38-1-1,MS1,INV-000141,SERVICE_PROCUREMENT
1011HG2894717-45-1-1,MS1,INV-000141,SERVICE_PROCUREMENT
1011HG2894717-54-1-1,MS1,INV-000141,SERVICE_PROCUREMENT
1011HG2894717-56-1-1,MS1,INV-000141,SERVICE_PROCUREMENT
1011HG2894718-8-1-1,MS1,INV-000141,SERVICE_PROCUREMENT
1011HG2894718-89-2-1,MS1,INV-000141,SERVICE_PROCUREMENT
1011HG2894718-89-1-1,MS1,INV-000141,SERVICE_PROCUREMENT
1011HG2894718-91-1-1,MS1,INV-000141,SERVICE_PROCUREMENT
1011HG2894717-8-4-1,MS1,INV-000142,SERVICE_PROCUREMENT
1011HG2894715-10-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-103-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-106-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-11-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-12-2-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-12-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-124-8-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-127-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-13-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-13-2-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-132-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-132-2-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-133-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-135-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-137-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-138-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-14-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-14-2-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-148-2-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-15-2-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-15-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-156-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-156-2-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-157-2-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-157-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-158-2-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-158-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-16-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-165-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-167-2-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-168-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-17-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-171-2-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-171-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-173-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-179-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-18-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-180-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-185-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-189-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-194-2-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-195-2-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-199-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-204-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-206-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-208-2-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-208-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-230-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-231-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-232-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-233-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-234-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-3-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-4-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-5-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-50-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-58-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-59-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-60-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-62-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-92-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894717-36-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894717-62-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894717-74-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894718-10-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894718-4-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894718-4-2-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894718-5-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894718-6-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894718-7-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894718-81-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894718-82-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894718-84-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894718-85-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894718-98-1-1,MS1,INV-000145,SERVICE_PROCUREMENT
1011HG2894715-134-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-136-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-147-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-147-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-182-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-182-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-183-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-183-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-184-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-184-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-185-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-186-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-187-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-190-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-192-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-198-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-198-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-200-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-200-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-201-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-201-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-202-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-202-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-203-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-203-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-205-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-205-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-215-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-215-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-217-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-217-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-219-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-219-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-220-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-220-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-221-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-221-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-222-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-222-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-224-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-224-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-225-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-225-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-309-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-311-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-312-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-313-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-314-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-315-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-316-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-317-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-318-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-319-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-320-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-321-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-322-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-323-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-324-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-325-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-326-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-327-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-328-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-105-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-106-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-32-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-57-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-57-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-58-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-58-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-59-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-59-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-60-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-60-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-63-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-65-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-68-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-69-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-69-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-72-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-76-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894717-76-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894718-79-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894718-79-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894718-80-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894718-80-1-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894718-81-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894718-82-2-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894718-89-3-1,MS1,INV-000146,SERVICE_PROCUREMENT
1011HG2894715-227-1-1,MS1,INV-000147,SERVICE_PROCUREMENT
1011HG2894715-46-1-1,MS1,INV-000147,SERVICE_PROCUREMENT
1011HG2894715-56-1-1,MS1,INV-000147,SERVICE_PROCUREMENT
1011HG2894718-12-1-1,MS1,INV-000147,SERVICE_PROCUREMENT
1011HG2894718-14-1-1,MS1,INV-000147,SERVICE_PROCUREMENT
1011HG2894718-15-1-1,MS1,INV-000147,SERVICE_PROCUREMENT
1011HG2894718-16-1-1,MS1,INV-000147,SERVICE_PROCUREMENT
1011HG2894718-56-1-1,MS1,INV-000147,SERVICE_PROCUREMENT
1011HG2894718-58-1-1,MS1,INV-000147,SERVICE_PROCUREMENT
1011HG2894715-104-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-170-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-172-4-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-172-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-172-2-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-172-3-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-176-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-177-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-39-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-42-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-43-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-44-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-45-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-47-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-51-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-52-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-53-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-54-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-55-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-57-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894717-104-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894717-30-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894717-31-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894717-46-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894717-62-2-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894717-64-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894717-64-2-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894717-65-2-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894717-75-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894717-78-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894717-91-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894717-92-2-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894717-92-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894718-60-1-1,MS1,INV-000148,SERVICE_PROCUREMENT
1011HG2894715-188-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-209-4-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-209-2-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-209-3-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-210-3-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-210-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-210-4-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-211-3-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-211-2-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-211-4-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-212-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-213-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-214-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-229-2-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-229-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-297-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-297-2-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-299-4-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-299-3-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-299-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-300-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-301-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-301-3-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-302-3-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-302-2-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-304-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
